Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Curacao,CUW,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
Curacao,CUW,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,15.7595062464297,16.214497799342,16.6848948092804,17.1688368905424,..
Cyprus,CYP,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3,..,2.89,..,..
Cyprus,CYP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.43,3.4,..,..,..
Cyprus,CYP,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,4.1,..,..,..,..
Cyprus,CYP,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,13.1237998713026,13.4153557157123,13.7190617734483,14.0482656487913,..
Czech Republic,CZE,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.357148,..,3.46,..,..
Czech Republic,CZE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.66,6.63,6.62,..,..
Czech Republic,CZE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,5.4,..,..,..,..
Czech Republic,CZE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,18.5215508599466,18.9967065230691,19.4208768932343,19.8007448446372,..
Denmark,DNK,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.745903,..,3.96,..,..
Denmark,DNK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.6,2.61,2.43,2.6,..
Denmark,DNK,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,6.5,..,..,..,..
Denmark,DNK,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,19.4224516834814,19.6594928993276,19.8129526369902,19.965259128921,..
Djibouti,DJI,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.297812,..,2.79,..,..
Djibouti,DJI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.4,1.4,..,..,..
Djibouti,DJI,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,45.2,..,..,..,..
Djibouti,DJI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.38827611741103,4.45652415689456,4.52757937811482,4.60906364271334,..
Dominica,DMA,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
Dominica,DMA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Dominica,DMA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
Dominica,DMA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Dominican Republic,DOM,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.289697,..,2.36,..,..
Dominican Republic,DOM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.44,1.56,..,..,..
Dominican Republic,DOM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,15.8,..,..,..,..
Dominican Republic,DOM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.68918373712136,6.87998520703305,7.08281747649721,7.29838965754406,..
Ecuador,ECU,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.46921,..,2.72,..,..
Ecuador,ECU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.39,..,..,..,..
Ecuador,ECU,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,15.1,..,..,..,..
Ecuador,ECU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.7638054331799,6.9511403418729,7.15728972666108,7.37219936706493,..
"Egypt, Arab Rep.",EGY,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.07241,..,2.82,..,..
"Egypt, Arab Rep.",EGY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.43,1.43,..,..,..
"Egypt, Arab Rep.",EGY,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,10.2,..,..,..,..
"Egypt, Arab Rep.",EGY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.14659993751209,5.18793195840207,5.22977934620923,5.27633297632877,..
El Salvador,SLV,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.249288,..,2.25,..,..
El Salvador,SLV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.06,1.2,..,..,..
El Salvador,SLV,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,10.8,..,..,..,..
El Salvador,SLV,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.92645791638105,8.10470864225283,8.28709000480629,8.46958256947762,..
Equatorial Guinea,GNQ,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,1.5,..,1.88,..,..
Equatorial Guinea,GNQ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Equatorial Guinea,GNQ,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,53.4,..,..,..,..
Equatorial Guinea,GNQ,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.50835267203213,2.48375200673216,2.45787734677897,2.42450880761306,..
Eritrea,ERI,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.062937,..,1.86,..,..
Eritrea,ERI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Eritrea,ERI,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,42.9,..,..,..,..
Eritrea,ERI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Estonia,EST,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.17635,..,3.1,..,..
Estonia,EST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.76,4.69,4.57,..,..
Estonia,EST,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,2.8,..,..,..,..
Estonia,EST,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,19.0581157758012,19.3131674485937,19.6263568469749,19.9918077800442,..
Eswatini,SWZ,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
Eswatini,SWZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Eswatini,SWZ,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,53.7,..,..,..,..
Eswatini,SWZ,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.98843084855704,4.0078947017483,4.01458794083506,4.01478926602388,..
Ethiopia,ETH,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.117674,..,..,..,..
Ethiopia,ETH,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.33,..,..,..,..
Ethiopia,ETH,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,49,..,..,..,..
Ethiopia,ETH,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.47297853811101,3.4878304988263,3.50113299760986,3.51669045500426,..
Faroe Islands,FRO,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
Faroe Islands,FRO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Faroe Islands,FRO,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
Faroe Islands,FRO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Fiji,FJI,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.245696,..,2.4,..,..
Fiji,FJI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2,..,..,..,..
Fiji,FJI,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,10.1,..,..,..,..
Fiji,FJI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.13778672373536,5.29209911802147,5.44968041263952,5.62422959414711,..
Finland,FIN,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,4.007231,..,4,..,..
Finland,FIN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.97,3.28,3.61,..,..
Finland,FIN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,1.3,..,..,..,..
Finland,FIN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,20.7909543477442,21.2787526007594,21.7207875455222,22.1406446239043,..
France,FRA,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,4.011015,..,4,..,..
France,FRA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.06,5.98,5.91,..,..
France,FRA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,6,..,..,..,..
France,FRA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,19.2841249271119,19.6689967687709,20.0346247469881,20.3913702817859,..
French Polynesia,PYF,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
French Polynesia,PYF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
French Polynesia,PYF,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
French Polynesia,PYF,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.55640535372849,7.90939580300034,8.29050810468202,8.68067615033997,..
Gabon,GAB,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.045943,..,2.09,..,..
Gabon,GAB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Gabon,GAB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,49.9,..,..,..,..
Gabon,GAB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.60585554962889,3.58461718026194,3.56390746835592,3.54472725732873,..
"Gambia, The",GMB,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,1.82,..,..
"Gambia, The",GMB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
"Gambia, The",GMB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,54.8,..,..,..,..
"Gambia, The",GMB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.6390605340937,2.61688819990524,2.58998093938232,2.56092543103779,..
Georgia,GEO,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.166667,..,2.38,..,..
Georgia,GEO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Georgia,GEO,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,2.7,..,..,..,..
Georgia,GEO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,14.4981010845609,14.6735263860049,14.8654914310525,15.0610556287397,..
Germany,DEU,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,4.439356,..,4.37,..,..
Germany,DEU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,8.06,8,..,..,..
Germany,DEU,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,4.8,..,..,..,..
Germany,DEU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,21.288710112426,21.3714880478767,21.4619619953309,21.5629923209089,..
Ghana,GHA,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.484248,..,2.44,..,..
Ghana,GHA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Ghana,GHA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,47.5,..,..,..,..
Ghana,GHA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.03069541072423,3.04980535834993,3.06889800693396,3.09732217813116,..
Gibraltar,GIB,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
Gibraltar,GIB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Gibraltar,GIB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
Gibraltar,GIB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Greece,GRC,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.316384,..,3.17,..,..
Greece,GRC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.2,4.21,4.2,..,..
Greece,GRC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,10.9,..,..,..,..
Greece,GRC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,21.1299567553462,21.3993537979744,21.6552720778435,21.9414701261427,..
Greenland,GRL,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
Greenland,GRL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Greenland,GRL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
Greenland,GRL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Grenada,GRD,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
Grenada,GRD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.58,3.57,..,..,..
Grenada,GRD,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,11.9,..,..,..,..
Grenada,GRD,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.60357696737741,9.60369428360121,9.62190679562869,9.67741935483871,..
Guam,GUM,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
Guam,GUM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Guam,GUM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
Guam,GUM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.18619707764911,9.51296863301295,9.84991071859466,10.1898454218322,..
Guatemala,GTM,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.20135,..,2.2,..,..
Guatemala,GTM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.26,0.44,..,..,..
Guatemala,GTM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,25.1,..,..,..,..
Guatemala,GTM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.59225417528087,4.69631929586632,4.81207250828785,4.92898433077731,..
Guinea,GIN,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.011655,..,1.56,..,..
Guinea,GIN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Guinea,GIN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,55.7,..,..,..,..
Guinea,GIN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.88992675254926,2.90681953763653,2.92602244847935,2.94190559010452,..
Guinea-Bissau,GNB,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,1.907407,..,1.78,..,..
Guinea-Bissau,GNB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Guinea-Bissau,GNB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,62.1,..,..,..,..
Guinea-Bissau,GNB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.71785049465956,2.77155258472386,2.82371633615269,2.86326045513561,..
Guyana,GUY,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.236232,..,2.09,..,..
Guyana,GUY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.71,..,..,..,..
Guyana,GUY,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,20,..,..,..,..
Guyana,GUY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.97289490878543,6.20712518478578,6.45027124309697,6.71158430488805,..
Haiti,HTI,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,1.471292,..,1.94,..,..
Haiti,HTI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Haiti,HTI,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,30.3,..,..,..,..
Haiti,HTI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.72968098620199,4.83543345759921,4.94940384843253,5.0636695460752,..
Honduras,HND,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.03975,..,2.47,..,..
Honduras,HND,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.64,0.64,..,..,..
Honduras,HND,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,14,..,..,..,..
Honduras,HND,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.4405145405545,4.56082731034521,4.69061765907812,4.82818952409457,..
"Hong Kong SAR, China",HKG,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,4.102599,..,3.97,..,..
"Hong Kong SAR, China",HKG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
"Hong Kong SAR, China",HKG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,15.7519898414339,16.3064671937536,16.8750483265122,17.498252456848,..
Hungary,HUN,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.48396,..,3.27,..,..
Hungary,HUN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7,7.02,7.01,..,..
Hungary,HUN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,1.8,..,..,..,..
Hungary,HUN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,18.0023428748664,18.5778610772262,19.1577253832321,19.6944576067002,..
Iceland,ISL,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.023077,..,3.19,..,..
Iceland,ISL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.13,3.06,2.87,2.83,..
Iceland,ISL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,4.4,..,..,..,..
Iceland,ISL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,14.0677772225667,14.4255412045109,14.7950925565689,15.192121074474,..
India,IND,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.337178,..,2.91,..,..
India,IND,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.48,0.53,..,..,..
India,IND,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,26,..,..,..,..
India,IND,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.79330515007887,5.98311331737929,6.17995564947149,6.3779241556898,..
Indonesia,IDN,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.645161,..,2.89,..,..
Indonesia,IDN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.99,1.04,..,..,..
Indonesia,IDN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,20.7,..,..,..,..
Indonesia,IDN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.52433626155731,5.68194834038824,5.85716561272863,6.05030268241321,..
"Iran, Islamic Rep.",IRN,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.666667,..,2.77,..,..
"Iran, Islamic Rep.",IRN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.7,1.56,..,..,..
"Iran, Islamic Rep.",IRN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,7.9,..,..,..,..
"Iran, Islamic Rep.",IRN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.91456896410762,6.03870523995975,6.18457380562499,6.35852205539563,..
Iraq,IRQ,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,1.867185,..,2.03,..,..
Iraq,IRQ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.3,1.32,..,..,..
Iraq,IRQ,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,16.8,..,..,..,..
Iraq,IRQ,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.15092074892343,3.23133991061807,3.32359966279505,3.39853313359679,..
Ireland,IRL,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.772744,..,3.29,..,..
Ireland,IRL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.96,2.97,2.97,..,..
Ireland,IRL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,5.1,..,..,..,..
Ireland,IRL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,13.1475948932009,13.5066550900967,13.8658017012923,14.2228307453464,..
Isle of Man,IMN,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
Isle of Man,IMN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Isle of Man,IMN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
Isle of Man,IMN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Israel,ISR,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.494444,..,3.33,..,..
Israel,ISR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.99,3.02,2.98,..,..
Israel,ISR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,10,..,..,..,..
Israel,ISR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,11.4705601255891,11.725446660346,11.9769860249625,12.2086744136338,..
Italy,ITA,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.791468,..,3.85,..,..
Italy,ITA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.17,3.18,3.14,..,..
Italy,ITA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,4.9,..,..,..,..
Italy,ITA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,22.2348608856856,22.4996889509015,22.7516796025077,23.0121366488811,..
Jamaica,JAM,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.23237,..,2.32,..,..
Jamaica,JAM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.78,1.72,..,..,..
Jamaica,JAM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,11.2,..,..,..,..
Jamaica,JAM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.60067799036279,8.69333152563913,8.79664255070196,8.92239167324395,..
Japan,JPN,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,4.096887,..,4.25,..,..
Japan,JPN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,13.11,13.05,12.98,..,..
Japan,JPN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,12.7,..,..,..,..
Japan,JPN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,26.5918165131425,27.1094794248515,27.576369910355,28.0020492778115,..
Jordan,JOR,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.774781,..,2.72,..,..
Jordan,JOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.4,1.47,..,..,..
Jordan,JOR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,10.7,..,..,..,..
Jordan,JOR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.78148613093642,3.81025937162491,3.84649039799834,3.89341629235651,..
Kazakhstan,KAZ,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.761905,..,2.55,..,..
Kazakhstan,KAZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Kazakhstan,KAZ,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,4.5,..,..,..,..
Kazakhstan,KAZ,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.91842773396588,7.1368232522322,7.39184627103032,7.65234394098093,..
